時間,狀態,多/空,進場價,進場量,當前均價,當前持倉量,出場價,出場量,實現損益,剩餘倉位
2023-01-01 06:49,開倉,-1,16506.37605351490,-0.6055235848011378095183091817,16506.37605351490000000000000,-0.6055235848011378095183091817,,,,
2023-01-01 06:54,開倉,-1,16502.84445,-0.6050478163175076160885707191,16504.61094573784946854775752,-1.210571401118645425606879901,,,,
2023-01-01 07:04,開倉,-1,16491.84995,-0.6048460306302689074611669020,16500.35934085406671346495421,-1.815417431748914333068046803,,,,
2023-01-01 07:09,開倉,-1,16481.95490,-0.6046042473725298966204169749,16495.76128158588491017910058,-2.420021679121444229688463778,,,,
2023-01-01 07:59,平倉,,,,,,16545.76875,-2.420021679121444229688463778,-161.0602767528695048382784203,0E-27
2023-01-01 09:59,開倉,1,16558.805738906835,0.5920668004521788211599978965,16558.80573890683500000000000,0.5920668004521788211599978965,,,,
2023-01-01 10:49,平倉,,,,,,16533.713939583975,0.5920668004521788211599978965,-24.64508445447493997472177476,0E-28
2023-01-01 11:19,開倉,-1,16508.185752232890,-0.5912029632398883331636584339,16508.18575223289000000000000,-0.5912029632398883331636584339,,,,
2023-01-01 12:09,平倉,,,,,,16531.418437809690,-0.5912029632398883331636584339,-23.50865612401638864832252717,0E-28
2023-01-01 14:04,開倉,1,16545.26850,0.5884563267391915613702939668,16545.26850000000000000000000,0.5884563267391915613702939668,,,,
2023-01-01 14:09,開倉,1,16542.76725,0.5879564611787225012262085692,16544.01840639881934472707629,1.176412787917914062596502536,,,,
2023-01-01 14:14,開倉,1,16542.948963721455,0.5873617588749163475703269095,16543.66226692899037997418098,1.763774546792830410166829446,,,,
2023-01-01 14:19,開倉,1,16553.37255,0.5864046143491948988533235332,16546.08512680862183106474242,2.350179161142025309020152979,,,,
2023-01-01 14:24,開倉,1,16548.719613524415,0.5859826285837148525931187493,16546.61090282549233141530807,2.936161789725740161613271728,,,,
2023-01-01 14:29,開倉,1,16548.57015,0.5854016401518518592523212203,16546.93659524372020302259974,3.521563429877592020865592948,,,,
2023-01-01 15:19,平倉,,,,,,16492.205749691160,3.521563429877592020865592948,-250.8164928303040069103467201,0E-27
2023-01-01 15:19,開倉,-1,16492.205749691160,-0.5710275345366654045436046631,16492.20574969116000000000000,-0.5710275345366654045436046631,,,,
2023-01-01 15:24,開倉,-1,16491.75000,-0.5704725570955803492671941325,16491.97798563435664110040369,-1.141500091632245753810798796,,,,
2023-01-01 16:14,平倉,,,,,,16518.65520,-1.141500091632245753810798796,-49.30808906731642977247797514,0E-27
2023-01-01 17:09,開倉,-1,16491.75000,-0.5669140007403805027824968462,16491.75000000000000000000000,-0.5669140007403805027824968462,,,,
2023-01-01 17:44,平倉,,,,,,16543.030631625,-0.5669140007403805027824968462,-38.45018371476762241211027214,0E-28
2023-01-01 17:44,開倉,1,16534.76325,0.5654392405073408238740468170,16534.76325,0.5654392405073408238740468170,,,,
2023-01-01 17:49,開倉,1,16533.56265,0.5625877908755515369120383374,16534.16446745052763907458916,1.128027031382892360786085154,,,,
2023-01-01 17:54,開倉,1,16538.442118264875,0.5618591031030023130381089901,16535.58671537652072434368112,1.689886134485894673824194144,,,,
2023-01-01 17:59,開倉,1,16541.614558092075,0.5611893145192176835519884728,16537.08944640362450806891132,2.251075449005112357376182617,,,,
2023-01-01 18:04,開倉,1,16539.372648727590,0.5607038376263131376552035786,16537.54474540636326022948429,2.811779286631425495031386196,,,,
2023-01-01 18:14,開倉,1,16545.16845,0.5599466344213804594632094192,16538.81082332283186098348638,3.371725921052805954494595615,,,,
2023-01-01 18:19,開倉,1,16545.530048628960,0.5593741825565766808705059550,16539.76693257061670557494918,3.931100103609382635365101570,,,,
2023-01-01 18:24,開倉,1,16547.697546256170,0.5587413324515254644850674507,16540.75386311614438038521167,4.489841436060908099850169021,,,,
2023-01-01 18:29,開倉,1,16546.16895,0.5582338786938787331121134263,16541.35268242175252385934076,5.048075314754786832962282447,,,,
2023-01-01 18:59,開倉,1,16551.07140,0.5575101814917072307883753443,16542.31926905298729575808808,5.605585496246494063750657791,,,,
2023-01-01 19:04,開倉,1,16550.159793594585,0.5569830702872371265473511981,16543.02790854067706221971576,6.162568566533731190298008989,,,,
2023-01-01 19:09,開倉,1,16552.34478257310,0.5563523578472825824456826822,16543.79938135514274995100795,6.718920924381013772743691671,,,,
2023-01-01 19:14,開倉,1,16551.594537407985,0.5558209202368907686084850593,16544.39496411302252705984315,7.274741844617904541352176730,,,,
2023-01-01 19:59,開倉,1,16558.07490,0.5550475064466326942462844304,16545.36472382965964265836050,7.829789351064537235598461160,,,,
2023-01-01 20:04,開倉,1,16563.38032898880,0.5543145716028007141179319820,16546.55582457794056632038362,8.384103922667337949716393142,,,,
2023-01-01 20:54,平倉,,,,,,16544.52360,8.384103922667337949716393142,-155.7493872690748250110940165,0E-27
2023-01-01 21:39,開倉,-1,16524.736822757790,-0.5450796698476677943030212532,16524.73682275779000000000000,-0.5450796698476677943030212532,,,,
2023-01-01 22:29,平倉,,,,,,16557.47460,-0.5450796698476677943030212532,-26.86983959920946442718809577,0E-28
2023-01-01 23:59,開倉,1,16561.37655,0.5422505063084479522696095897,16561.37655000000000000000000,0.5422505063084479522696095897,,,,
2023-01-02 00:04,開倉,1,16565.278905732765,0.5415803721403562920608669413,16563.32652145034261148471943,1.083830878448804244330476531,,,,
2023-01-02 00:09,開倉,1,16570.558148184840,0.5408661505905865213513898007,16565.73395006286871067030531,1.624697029039390765681866332,,,,
2023-01-02 00:19,開倉,1,16574.662289610030,0.5401912212192122424229144674,16567.96178359786282449880537,2.164888250258603008104780799,,,,
2023-01-02 00:29,開倉,1,16580.58615,0.5394579551527745224262656220,16570.48006874595847815716331,2.704346205411377530531046421,,,,
2023-01-02 00:34,開倉,1,16580.266821245415,0.5389286068001866654331649399,16572.10631419076979888602061,3.243274812211564195964211361,,,,
2023-01-02 01:24,平倉,,,,,,16572.30970,3.243274812211564195964211361,-53.08891855794180623908638614,0E-27
2023-01-02 01:24,開倉,1,16588.89030,0.5349076657311750386762587347,16588.89030000000000000000000,0.5349076657311750386762587347,,,,
2023-01-02 02:04,開倉,1,16596.912531080985,0.5341141980168298999032435362,16592.89843834162705276409934,1.069021863748004938579502271,,,,
2023-01-02 02:09,開倉,1,16598.59515,0.5335257271543482347827315270,16594.79500743397500890855412,1.602547590902353173362233798,,,,
2023-01-02 02:59,平倉,,,,,,16576.00785,1.602547590902353173362233798,-56.67115533251588056075996440,0E-27
2023-01-02 03:14,開倉,1,16607.384689683555,0.5292957328951823540173231886,16607.38468968355500000000000,0.5292957328951823540173231886,,,,
2023-01-02 03:19,開倉,1,16614.198529440825,0.5285493141470313036190152951,16610.78920562895046554629385,1.057845047042213657636338484,,,,
2023-01-02 03:29,開倉,1,16621.50660,0.5277883428382543037527708618,16614.35655975427364738014025,1.585633389880467961389109346,,,,
2023-01-02 04:19,平倉,,,,,,16597.49710,1.585633389880467961389109346,-53.05046791192648122452846295,0E-27
2023-01-02 07:14,開倉,1,16620.882487659780,0.5240866971695376757996930007,16620.88248765978000000000000,0.5240866971695376757996930007,,,,
2023-01-02 08:04,平倉,,,,,,16604.29370,0.5240866971695376757996930007,-17.39605237872684671302721455,0E-28
2023-01-02 08:29,開倉,-1,16572.992450573940,-0.5235013061349958878467490489,16572.99245057394000000000000,-0.5235013061349958878467490489,,,,
2023-01-02 09:09,開倉,-1,16543.02435,-0.5239254543706236040377081837,16558.00233259925051939518177,-1.047426760505619491884457233,,,,
2023-01-02 09:19,開倉,-1,16542.602109146040,-0.5234151504228830410374606162,16552.87087397236449304469475,-1.570841910928502532921917849,,,,
2023-01-02 10:09,平倉,,,,,,16573.748282614920,-1.570841910928502532921917849,-58.82984691081793461986414954,0E-27
2023-01-02 10:54,開倉,1,16593.59265,0.5182596375038800567911391629,16593.59265000000000000000000,0.5182596375038800567911391629,,,,
2023-01-02 11:09,開倉,1,16594.69320,0.5177067824592091024840368814,16594.14263133960344279437797,1.035966419963089159275176044,,,,
2023-01-02 11:39,開倉,1,16608.80025,0.5167495311200841023385355489,16599.02074028465104085167873,1.552715951083173261613711593,,,,
2023-01-02 11:44,開倉,1,16607.469467291175,0.5162738897400848737119327941,16601.12894645799533815266567,2.068989840823258135325644387,,,,
2023-01-02 11:49,開倉,1,16618.705942951290,0.5154086365183582628529978033,16604.63434079873788843098060,2.584398477341616398178642190,,,,
2023-01-02 11:54,開倉,1,16696.24395,0.5125017871742955874231700861,16619.79468967271900408303605,3.096900264515911985601812276,,,,
2023-01-02 11:59,開倉,1,16663.02735,0.5130096440837994267721480591,16625.93854706773565499741633,3.609909908599711412373960335,,,,
2023-01-02 12:04,開倉,1,16665.12840,0.5124317651404995075597879338,16630.81008055599603882070871,4.122341673740210919933748269,,,,
2023-01-02 12:54,平倉,,,,,,16619.479354884245,4.122341673740210919933748269,-115.2202949708817524413927541,0E-27
2023-01-02 15:14,開倉,1,16696.14390,0.5040636506585101317577429178,16696.14390000000000000000000,0.5040636506585101317577429178,,,,
2023-01-02 15:19,開倉,1,16726.85925,0.5026346544374753453854967269,16711.47977496375499219111264,1.006698305095985477143239645,,,,
2023-01-02 15:24,開倉,1,16721.060836472115,0.5023058942384428250939315081,16714.66904618701135306302480,1.509004199334428302237171153,,,,
2023-01-02 15:29,開倉,1,16736.506535382075,0.5013402355731338036235107292,16720.11488511255963838528299,2.010344434907562105860681882,,,,
2023-01-02 15:34,開倉,1,16723.669980892365,0.5012230724013177827287371294,16720.82436077835382056082573,2.511567507308879888589419011,,,,
2023-01-02 15:39,開倉,1,16758.17490,0.4996906178162805341972150069,16727.02233957788295611810427,3.011258125125160422786634018,,,,
2023-01-02 16:29,平倉,,,,,,16724.04516551440,3.011258125125160422786634018,-59.32545647819033714227341561,0E-27
2023-01-02 21:34,開倉,-1,16695.320106318855,-0.4970175767181357142129172684,16695.32010631885500000000000,-0.4970175767181357142129172684,,,,
2023-01-02 21:39,開倉,-1,16682.45460,-0.4969037244176381541969789404,16688.88809002234098908478070,-0.9939213011357738684098962088,,,,
2023-01-02 21:44,開倉,-1,16675.9472293130,-0.4966007795692135988077424961,16684.57655274305710091465073,-1.490522080704987467217638705,,,,
2023-01-02 21:59,開倉,-1,16680.662901127585,-0.4959641769286475279643172417,16683.59943498309569571877276,-1.986486257633634995181955947,,,,
2023-01-02 22:39,開倉,-1,16667.86190,-0.4958489829845068344239234210,16680.45584640232530989379734,-2.482335240618141829605879368,,,,
2023-01-02 23:29,平倉,,,,,,16719.355958439105,-2.482335240618141829605879368,-138.0661654689644863107366029,0E-27
2023-01-02 23:34,開倉,1,16726.802705701980,0.4858434285463569482432546115,16726.80270570198000000000000,0.4858434285463569482432546115,,,,
2023-01-02 23:39,開倉,1,16731.26145,0.4852279984351081717981910578,16729.03066495518073391604150,0.9710714269814651200414456693,,,,
2023-01-02 23:44,開倉,1,16746.092914096035,0.4843132072979339219883876011,16734.70852660803171353181673,1.455384634279399042029833270,,,,
