時間,狀態,多/空,進場價,進場量,當前均價,當前持倉量,出場價,出場量,實現損益,剩餘倉位
2023-01-03 07:59,開倉,1.0,16680.014631035818,0.5998196177468638,16680.014631035818,0.5998196177468638,,,,
2023-01-03 10:29,平倉,,,,,,16667.669004146177,-0.5998196177468638,-17.402744052587895,0.0
2023-01-03 23:29,開倉,1.0,16656.555441723027,0.5990181215428574,16656.555441723027,0.5990181215428574,,,,
2023-01-04 01:59,平倉,,,,,,16623.65807899699,-0.5990181215428574,-29.66398885951706,0.0
2023-01-06 14:59,開倉,1.0,16793.64812511868,0.5917664279874778,16793.64812511868,0.5917664279874778,,,,
2023-01-06 17:29,平倉,,,,,,16769.63635381675,-0.5917664279874778,-24.13306793674346,0.0
2023-01-06 19:14,開倉,1.0,16760.54663037255,0.5909013209234915,16760.54663037255,0.5909013209234915,,,,
2023-01-06 21:44,平倉,,,,,,16768.384921995676,-0.5909013209234915,-5.276803926273321,0.0
2023-01-09 08:14,開倉,-1.0,17154.02795449044,-0.5758855731749274,17154.02795449044,-0.5758855731749274,,,,
2023-01-09 10:44,平倉,,,,,,17239.653947384082,0.5758855731749274,-59.23884199105369,0.0
2023-01-11 23:44,開倉,1.0,17356.587435279267,0.5657499666051914,17356.587435279267,0.5657499666051914,,,,
2023-01-12 02:14,平倉,,,,,,17503.443900000002,-0.5657499666051914,73.18146720961141,0.0
2023-01-12 07:44,開倉,-1.0,17889.35085,-0.5518928305817578,17889.35085,-0.5518928305817578,,,,
2023-01-12 10:14,平倉,,,,,,18262.426649999998,0.5518928305817578,-215.97676162071326,0.0
2023-01-12 10:14,開倉,-1.0,18244.17335,-0.5287862295312564,18244.17335,-0.5287862295312564,,,,
2023-01-12 12:44,平倉,,,,,,18217.32460002489,0.5287862295312564,4.564178879571648,0.0
2023-01-14 08:14,開倉,-1.0,20240.8745,-0.4763720603795266,20240.8745,-0.4763720603795266,,,,
2023-01-14 08:44,平倉,,,,,,20666.348009999998,0.4763720603795266,-212.52856337765132,0.0
2023-01-14 08:44,開倉,-1.0,21096.428033617813,-0.44652712816336926,21096.428033617813,-0.44652712816336926,,,,
2023-01-14 11:14,平倉,,,,,,20856.003516503068,0.44652712816336926,98.04329781212265,0.0
2023-01-16 16:44,開倉,1.0,20777.589182379794,0.4581002955937551,20777.589182379794,0.4581002955937551,,,,
2023-01-16 19:14,平倉,,,,,,20833.695150275562,-0.4581002955937551,16.15823857097369,0.0
2023-01-19 00:14,開倉,1.0,20883.37720592778,0.45609783279231086,20883.37720592778,0.45609783279231086,,,,
2023-01-19 02:44,平倉,,,,,,20906.04175,-0.45609783279231086,0.8020490981249946,0.0
2023-01-21 04:14,開倉,-1.0,21837.44383222189,-0.43533595792779,21837.44383222189,-0.43533595792779,,,,
2023-01-21 05:29,平倉,,,,,,22296.47804424288,0.43533595792779,-209.54055703959224,0.0
2023-01-21 05:29,開倉,-1.0,22274.35725,-0.41696767126317064,22274.357249999997,-0.41696767126317064,,,,
2023-01-21 07:59,平倉,,,,,,22673.5311,0.41696767126317064,-175.89672012573547,0.0
2023-01-23 04:14,開倉,1.0,22540.011429658065,0.4042456781217318,22540.011429658065,0.4042456781217318,,,,
2023-01-23 06:44,平倉,,,,,,22550.41915,-0.4042456781217318,-4.9086335138935695,0.0
2023-01-24 17:44,開倉,1.0,22821.594164805134,0.39864326714725734,22821.594164805134,0.39864326714725734,,,,
2023-01-24 20:14,平倉,,,,,,22870.7589,-0.39864326714725734,10.481916616478241,0.0
2023-01-25 06:29,開倉,1.0,22720.747230106917,0.40047361563829487,22720.747230106917,0.40047361563829487,,,,
2023-01-25 08:59,平倉,,,,,,22636.676,-0.40047361563829487,-42.73370097582911,0.0
