時間,狀態,多/空,進場價,進場量,當前均價,當前持倉量,出場價,出場量,實現損益,剩餘倉位
2023-10-24 12:34,開倉,1,34443.788515063725,0.1742674300888035475808167201,34425.57147586364801924629432,1.575537915008706040614647284,,,,
2023-10-24 13:24,平倉,,,,,,34504.078988990590,1.575537915008706040614647284,69.32907887493085224423268723,0E-27
2023-11-02 06:34,開倉,1,35310.44640,0.1717845407565981564156263362,35310.44640000000000000000000,0.1717845407565981564156263362,,,,
2023-11-02 06:44,開倉,1,35312.633476511760,0.1716020415484435830294794456,35311.53935707456404645847641,0.3433865823050417394451057818,,,,
2023-11-02 07:34,平倉,,,,,,35428.943011147840,0.3433865823050417394451057818,28.14901586706747100803321529,0E-28
2023-11-08 04:19,開倉,1,35403.49290,0.1717858843679040485250702421,35403.49290000000000000000000,0.1717858843679040485250702421,,,,
2023-11-08 05:09,平倉,,,,,,35578.788108759020,0.1717858843679040485250702421,24.00130888212317408266906162,0E-28
2023-11-10 01:54,開倉,-1,36560.068413363920,-0.1666750733750029147746995591,36560.06841336392000000000000,-0.1666750733750029147746995591,,,,
2023-11-10 01:59,開倉,-1,36631.57505,-0.1661834488914013512901896321,36595.76892484217874071793066,-0.3328585222664042660648891912,,,,
2023-11-10 02:04,開倉,-1,36482.622877073135,-0.1666951683524819258302865362,36558.01342461173834378016139,-0.4995536906188861918951757274,,,,
2023-11-10 02:09,開倉,-1,36435.616925136470,-0.1667433966794870370914367211,36527.38323208465309932189583,-0.6662970872983732289866124485,,,,
2023-11-10 02:14,開倉,-1,36476.668975113335,-0.1663892656844239071765770639,36517.24939483973895629462036,-0.8326863529827971361631895124,,,,
2023-11-10 02:19,開倉,-1,36415.929624690980,-0.1665002084628799881572785981,36500.36589830154356018394806,-0.9991865614456771243204681105,,,,
2023-11-10 02:24,開倉,-1,36427.87695,-0.1662792386707200487637955569,36490.02376116254037980387014,-1.165465800116397173084263667,,,,
2023-11-10 02:34,開倉,-1,36394.650928181570,-0.1662646933070391824567872016,36478.11659608393570665733530,-1.331730493423436355541050869,,,,
