時間,狀態,多/空,進場價,進場量,當前均價,當前持倉量,出場價,出場量,實現損益,剩餘倉位
2024-06-21 15:54,開倉,1,64355.767701709380,0.1554639212195156997924489720,64355.76770170937999999999998,0.1554639212195156997924489720,,,,
2024-06-21 15:59,開倉,1,64242.180023913210,0.1555829829214935025083506251,64298.95212341755394003081385,0.3110469041410092023007995971,,,,
2024-06-21 16:49,平倉,,,,,,64019.106896418675,0.3110469041410092023007995971,-106.9579365026426187361902340,0E-28
2024-06-21 16:59,開倉,1,63847.965978544785,0.1547109362552906338498394312,63847.96597854478500000000000,0.1547109362552906338498394312,,,,
2024-06-21 17:04,開倉,1,63782.944442273910,0.1547137054151488838425953208,63815.45491945800763414486657,0.3094246416704395176924347520,,,,
2024-06-21 17:54,平倉,,,,,,64289.052517857790,0.3094246416704395176924347520,126.6501501421631643615212427,0E-28
2024-06-23 08:34,開倉,-1,64591.52400134035,-0.1544313488576125536356332795,64591.52400134035000000000000,-0.1544313488576125536356332795,,,,
2024-06-23 08:39,開倉,-1,64604.331195609815,-0.1542464107774063371190978897,64597.92376188846896574668694,-0.3086777596350188907547311692,,,,
2024-06-23 08:44,開倉,-1,64627.193863177505,-0.1540377294573391323539153013,64607.66776235924099434920318,-0.4627154890923580231086464705,,,,
2024-06-23 08:49,開倉,-1,64655.816511044330,-0.1538156455497483727629642290,64619.68018224410006440035687,-0.6165311346421063958716106995,,,,
2024-06-23 08:54,開倉,-1,64600.814084694990,-0.1537927376356244368074194796,64615.91362522179309851984771,-0.7703238722777308326790301791,,,,
2024-06-23 08:59,開倉,-1,64608.035548196970,-0.1536218490297169193818766221,64614.60375957553059450862578,-0.9239457213074477520609068012,,,,
2024-06-23 09:04,開倉,-1,64653.35386294435,-0.1533607314607453081730404429,64620.12005828659043745434760,-1.077306452768193060233947244,,,,
2024-06-23 09:09,開倉,-1,64651.387922996055,-0.1532121061903960009913206950,64624.01322623057318229288021,-1.230518558958589061225267939,,,,
