時間,狀態,多/空,進場價,進場量,當前均價,當前持倉量,出場價,出場量,實現損益,剩餘倉位
2023-01-02 15:44,開倉,-1.0,16730.425688167146,-0.5974145659108434,16730.425688167146,-0.5974145659108434,,,,
2023-01-02 18:14,平倉,,,,,,16767.068696165745,0.5974145659108434,-31.907957783867424,0.0
2023-01-03 07:59,開倉,1.0,16680.014631035818,0.5973061961348255,16680.014631035818,0.5973061961348255,,,,
2023-01-03 10:29,平倉,,,,,,16667.669004146177,-0.5973061961348255,-17.32982140765199,0.0
2023-01-03 22:59,開倉,1.0,16669.25292697287,0.5960536798090588,16669.25292697287,0.5960536798090588,,,,
2023-01-04 01:29,平倉,,,,,,16617.032520333534,-0.5960536798090588,-41.03080891975271,0.0
2023-01-04 01:29,開倉,1.0,16633.657865526464,0.5942636048515038,16633.657865526464,0.5942636048515038,,,,
2023-01-04 03:59,平倉,,,,,,16635.02550826907,-0.5942636048515038,-9.072849918969984,0.0
2023-01-04 11:14,開倉,-1.0,16825.97510251067,-0.5857579985012058,16825.97510251067,-0.5857579985012058,,,,
2023-01-04 13:44,平倉,,,,,,16850.60252841885,0.5857579985012058,-24.29608691879833,0.0
2023-01-05 15:29,開倉,1.0,16801.98372882768,0.5851476483406114,16801.98372882768,0.5851476483406114,,,,
2023-01-05 17:59,平倉,,,,,,16792.29965,-0.5851476483406114,-15.492590602789612,0.0
2023-01-05 21:59,開倉,1.0,16789.69819969296,0.5840667447241523,16789.69819969296,0.5840667447241523,,,,
2023-01-06 00:29,平倉,,,,,,16830.828231802134,-0.5840667447241523,14.192356908044527,0.0
2023-01-06 13:29,開倉,1.0,16809.97870431768,0.5836231437602979,16809.97870431768,0.5836231437602979,,,,
2023-01-06 15:59,平倉,,,,,,16781.45674552432,-0.5836231437602979,-26.440121799883194,0.0
2023-01-06 19:14,開倉,1.0,16760.54663037255,0.5831804829336422,16760.54663037255,0.5831804829336422,,,,
2023-01-06 21:44,平倉,,,,,,16768.384921995676,-0.5831804829336422,-5.2078561226784945,0.0
2023-01-07 03:59,開倉,-1.0,16928.604145349156,-0.5759293127095457,16928.604145349156,-0.5759293127095457,,,,
2023-01-07 06:29,平倉,,,,,,16959.178560754575,0.5759293127095457,-27.37599010355303,0.0
2023-01-09 07:59,開倉,-1.0,17115.0382,-0.5674876170561814,17115.0382,-0.5674876170561814,,,,
2023-01-09 10:29,平倉,,,,,,17226.252000269338,0.5674876170561814,-72.88813919705149,0.0
2023-01-09 10:29,開倉,-1.0,17209.03435709066,-0.5595905402379754,17209.03435709066,-0.5595905402379754,,,,
2023-01-09 12:59,平倉,,,,,,17230.829772591627,0.5595905402379754,-21.83871767609118,0.0
2023-01-11 22:14,開倉,1.0,17381.58645,0.5527782648534949,17381.58645,0.5527782648534949,,,,
2023-01-12 00:44,平倉,,,,,,17352.82615582536,-0.5527782648534949,-25.490330643253536,0.0
2023-01-12 07:44,開倉,-1.0,17889.35085,-0.5345906048972136,17889.35085,-0.5345906048972136,,,,
2023-01-12 10:14,平倉,,,,,,18262.426649999998,0.5345906048972136,-209.2057393042257,0.0
2023-01-12 10:14,開倉,-1.0,18244.17335,-0.512208411927457,18244.17335,-0.512208411927457,,,,
2023-01-12 12:44,平倉,,,,,,18217.32460002489,0.512208411927457,4.421088684042681,0.0
2023-01-13 01:44,開倉,-1.0,18631.371685864062,-0.5012995257407575,18631.371685864062,-0.5012995257407575,,,,
2023-01-13 04:14,平倉,,,,,,18846.556174352776,0.5012995257407575,-117.31965169820948,0.0
2023-01-13 23:29,開倉,-1.0,19257.3665,-0.4784299852375942,19257.3665,-0.4784299852375942,,,,
2023-01-14 01:59,平倉,,,,,,19258.224299999998,0.4784299852375942,-9.624109208887104,0.0
2023-01-14 05:44,開倉,-1.0,19751.3194,-0.4655118674368728,19751.3194,-0.4655118674368728,,,,
2023-01-14 08:14,平倉,,,,,,20166.502212000003,0.4655118674368728,-202.6602722461913,0.0
2023-01-14 08:14,開倉,-1.0,20240.8745,-0.44379133716700914,20240.8745,-0.44379133716700914,,,,
2023-01-14 08:44,平倉,,,,,,20666.348009999998,0.44379133716700914,-197.9930041497558,0.0
2023-01-14 08:44,開倉,-1.0,21096.428033617813,-0.4159876024867784,21096.428033617813,-0.4159876024867784,,,,
2023-01-14 11:14,平倉,,,,,,20856.003516503068,0.4159876024867784,91.33777955331826,0.0
2023-01-14 18:29,開倉,1.0,20328.359099999998,0.4362002818701529,20328.359099999998,0.4362002818701529,,,,
2023-01-14 20:59,平倉,,,,,,20899.8736673841,-0.4362002818701529,240.1782846010809,0.0
2023-01-15 08:44,開倉,1.0,20666.544750260968,0.440260468476174,20666.544750260968,0.440260468476174,,,,
2023-01-15 11:14,平倉,,,,,,20662.21468703874,-0.440260468476174,-11.00311198062015,0.0
2023-01-16 16:44,開倉,1.0,20777.589182379794,0.43693956831580777,20777.589182379794,0.43693956831580777,,,,
2023-01-16 19:14,平倉,,,,,,20833.695150275562,-0.43693956831580777,15.411851626932949,0.0
2023-01-18 23:59,開倉,1.0,21047.018249999997,0.4316472389347387,21047.018249999994,0.4316472389347387,,,,
2023-01-19 00:44,平倉,,,,,,20605.462115000002,-0.4316472389347387,-199.49077733635525,0.0
2023-01-19 00:44,開倉,1.0,20492.59604390323,0.4331421623654276,20492.59604390323,0.4331421623654276,,,,
2023-01-19 03:14,平倉,,,,,,20939.895595759426,-0.4331421623654276,184.67434345802536,0.0
2023-01-21 00:44,開倉,-1.0,21291.846202014633,-0.42471872766165497,21291.846202014633,-0.42471872766165497,,,,
2023-01-21 03:14,平倉,,,,,,21392.283872618038,0.42471872766165497,-51.743463256134035,0.0
2023-01-21 04:14,開倉,-1.0,21837.44383222189,-0.411325143257085,21837.443832221885,-0.411325143257085,,,,
2023-01-21 05:29,平倉,,,,,,22296.47804424288,0.411325143257085,-197.98341504511492,0.0
2023-01-21 05:29,開倉,-1.0,22274.35725,-0.3939699535326354,22274.35725,-0.3939699535326354,,,,
2023-01-21 07:59,平倉,,,,,,22673.5311,0.3939699535326354,-166.19519312983064,0.0
2023-01-21 17:59,開倉,-1.0,23012.24825730132,-0.3737376834839583,23012.248257301315,-0.3737376834839583,,,,
2023-01-21 20:29,平倉,,,,,,23005.6971,0.3737376834839583,-6.149681587155635,0.0
2023-01-22 06:59,開倉,1.0,22824.309359083814,0.3765455272250918,22824.309359083814,0.3765455272250918,,,,
2023-01-22 09:29,平倉,,,,,,22773.707449999998,-0.3765455272250918,-27.629260213192012,0.0
2023-01-22 10:44,開倉,1.0,22634.108426854167,0.37810854645243086,22634.10842685417,0.37810854645243086,,,,
2023-01-22 13:14,平倉,,,,,,22865.62656287229,-0.37810854645243086,78.89329706377563,0.0
2023-01-23 04:14,開倉,1.0,22540.011429658065,0.3828090406809216,22540.011429658065,0.3828090406809216,,,,
2023-01-23 06:44,平倉,,,,,,22550.41915,-0.3828090406809216,-4.648334881992156,0.0
2023-01-23 22:59,開倉,1.0,22614.162303416488,0.3809664290576445,22614.162303416488,0.3809664290576445,,,,
2023-01-24 01:29,平倉,,,,,,22894.3471,-0.3809664290576445,98.0190237703696,0.0
2023-01-24 17:44,開倉,1.0,22821.594164805134,0.3814231856463286,22821.594164805134,0.3814231856463286,,,,
2023-01-24 20:14,平倉,,,,,,22870.7589,-0.3814231856463286,10.029132201697147,0.0
2023-01-25 06:29,開倉,1.0,22720.747230106917,0.3831744690865093,22720.747230106917,0.3831744690865093,,,,
2023-01-25 08:59,平倉,,,,,,22636.676,-0.3831744690865093,-40.887745269851365,0.0
2023-01-25 09:29,開倉,1.0,22394.074199639126,0.3865483175401701,22394.074199639126,0.3865483175401701,,,,
2023-01-25 11:59,平倉,,,,,,22629.779449999998,-0.3865483175401701,82.36396478967703,0.0
2023-01-25 22:59,開倉,1.0,22443.316049999998,0.3889860175814668,22443.316049999998,0.3889860175814668,,,,
2023-01-26 01:29,平倉,,,,,,22515.041348039857,-0.3889860175814668,19.142101774712415,0.0
2023-01-26 05:44,開倉,-1.0,23227.682622483193,-0.3759228701349251,23227.682622483193,-0.3759228701349251,,,,
2023-01-26 08:14,平倉,,,,,,23108.04825,0.3759228701349251,36.28645284931634,0.0
2023-01-27 09:44,開倉,1.0,22688.949986530468,0.38644898602588823,22688.94998653047,0.38644898602588823,,,,
2023-01-27 12:14,平倉,,,,,,22783.14479818539,-0.38644898602588823,27.596966247202623,0.0
2023-01-28 15:29,開倉,1.0,22977.03478284342,0.38242358329896664,22977.03478284342,0.38242358329896664,,,,
2023-01-28 17:59,平倉,,,,,,22990.140677930664,-0.38242358329896664,-3.7799686169978006,0.0
2023-01-29 09:29,開倉,-1.0,23381.154402036278,-0.37490093990644596,23381.154402036278,-0.37490093990644596,,,,
2023-01-29 11:59,平倉,,,,,,23204.104395890907,0.37490093990644596,57.67697316663494,0.0
2023-01-30 03:29,開倉,-1.0,23829.279400000003,-0.369902233054859,23829.2794,-0.369902233054859,,,,
2023-01-30 05:59,平倉,,,,,,23807.79795,0.369902233054859,-0.8605213015678475,0.0
2023-01-30 16:29,開倉,1.0,23563.926460422615,0.3740311584995749,23563.926460422615,0.3740311584995749,,,,
2023-01-30 18:59,平倉,,,,,,23232.940301008854,-0.3740311584995749,-132.48898022899215,0.0
2023-01-30 19:59,開倉,1.0,23093.324089789094,0.3755314481717217,23093.324089789094,0.3755314481717217,,,,
2023-01-30 22:29,平倉,,,,,,23147.2206,-0.3755314481717217,11.547325257835526,0.0
2023-01-31 03:14,開倉,1.0,22807.397999999997,0.38036543808656353,22807.397999999997,0.38036543808656353,,,,
2023-01-31 05:44,平倉,,,,,,22727.2307,-0.38036543808656353,-39.13752324641585,0.0
2023-02-01 05:44,開倉,1.0,22883.299815871964,0.3770133427342408,22883.299815871964,0.3770133427342408,,,,
2023-02-01 08:14,平倉,,,,,,23072.95775,-0.3770133427342408,62.8047587935885,0.0
2023-02-01 16:29,開倉,1.0,22973.581049999997,0.3778911905653325,22973.581049999997,0.3778911905653325,,,,
2023-02-01 18:59,平倉,,,,,,22985.049315565324,-0.3778911905653325,-4.352091122861083,0.0
2023-02-02 04:29,開倉,-1.0,23537.32545,-0.36791816680309775,23537.32545,-0.36791816680309775,,,,
2023-02-02 06:59,平倉,,,,,,23725.67472789949,0.36791816680309775,-78.02622779552347,0.0
2023-02-02 08:44,開倉,-1.0,24147.07641171515,-0.3550395414512679,24147.076411715152,-0.3550395414512679,,,,
